1,0,2,2,0,1,1,0,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,3,2,0,0,0,2,0,2,0,1,2,0,2,0,0,1,0,2,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,2,3,1,2,0,1,1,0,0,0,3,0,1,0,0,2,0,1,0,0,2,1,2,0,0,0,0,0,2,0,1,0,0,0,2,4,0,0,0,0
2,1,0,0,0,1,1,1,1,1,3,0,1,0,1,1,0,0,1,0,1,0,2,2,2,0,0,1,0,2,3,1,1,0,2,0,1,0,1,2,0,1,1,2,0,1,0,0,1,0,0,2,1,0,2,0,0,2,2,1,0,0,0,0,1,3,0,0,0,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0
3,0,2,0,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,1,2,0,0,1,0,2,0,0,2,1,0,0,0,2,2,0,0,2,0,2,1,0,1,0,2,1,0,0,0,1,1,0,0,0,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,0
4,0,0,1,0,2,1,0,1,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,2,2,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,2,0,0,0,0,2,0,2,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
5,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,2,0,0,0,2,1,1,1,0,1,1,1,1,0,1,1,2,0,1,0,0,2,2,0,2,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,3,0,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
6,1,0,0,1,2,2,0,1,2,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,2,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,2,0,2,1,0,0,0,1,2,0,0,1,0,0,0,0,1,1,0,1,2
7,0,0,1,0,2,2,0,2,1,2,0,0,0,1,1,0,1,3,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,2,1,0,1,1,2,0,0,0,0,0,1,1,0,1,0,0,1,1,2,1,0
8,0,1,1,0,1,1,0,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,2,0,0,0,1,2,1,0,0,0
9,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
10,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,1,0,0,1,2,1,1,2,0,2,0,0,3,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,2,1,1,1,1,2,1,0,2,1,2,1,0,0,2,1,0,1,0,0,0,1,3,0,0,1,1,1,0,2,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0
11,1,1,0,0,0,0,2,1,0,0,2,1,0,1,0,2,1,0,1,3,1,0,1,0,0,0,1,2,0,2,0,0,0,0,0,1,1,0,1,0,1,2,1,1,1,0,0,0,0,1,0,1,0,0,2,0,1,1,0,0,1,1,0,2,0,0,0,0,0,1,1,2,2,0,1,0,1,0,1,2,1,0,1,2,0,0,2,2,2,1,1,0,0,0,2,2,2,0,2,1
12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,1,0,2,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,1,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,3,0,1,2,0,1,1,1,0,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,2,0,0,0,0,3,1,0,1,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,3,0,0,0,1,1,2,1,0,1,0,0,0,0,2,1,0,0,2,3,0,2,0,1,0,0,0,0,0,1,0,0,0,2,2
15,0,0,0,0,0,1,2,1,0,0,1,1,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,1,0,0,0,1,1,3,0,0,0
16,0,0,0,2,0,1,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,2,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
