748181.8302,1302249.705
748151.7191,1302273.696
748152.1101,1302273.384
748175.5733,1302254.69
748373.004,1302134.892
748332.071,1302165.279
748213.0484,1302227.547
748216.2736,1302225.181
748236.431,1302210.393
748212.6452,1302227.842
748215.6447,1302226.014
748236.431,1302210.393
748232.8291,1302210.555
748212.8065,1302227.724
748236.431,1302210.393
748284.5966,1302195.036
748304.1409,1302181.621
748283.2256,1302192.945
748304.3918,1302181.456
748304.2246,1302181.566
748275.9601,1302200.102
748284.4869,1302194.869
748303.9737,1302181.731
748297.0233,1302183.897
748372.9329,1302135.043
748372.9329,1302135.043
