740486.9283,1312622.44
740498.5931,1312610.148
740498.1315,1312609.705
740491.366,1312617.824
739840.701,1298197.108
740498.2402,1312609.614
740498.3261,1312609.773
740436.6322,1312600.222
740433.0963,1312598.722
740426.3227,1312596.956
740437.4384,1312601.094
740435.9993,1312599.478
740438.4185,1312600.109
740436.4625,1312601.666
740422.8325,1312606.38
740426.469,1312596.395
740437.6319,1312601.144
740424.1351,1312597.419
740280.7282,1312589.039
740280.9282,1312589.034
740280.8747,1312586.535
739998.476,1312615.027
739998.4154,1312614.733
739997.436,1312614.935
