740492.900711417,1312616.67792903,1
740483.67471368,1312609.60200547,1
740468.802215725,1312602.08403182,1
740435.761805461,1312591.75347992,1
740448.997144636,1312602.4890145,1
740462.788935713,1312597.23672322,1
740489.95355752,1312617.18354736,1
740420.359867572,1312605.91577624,1
740464.152331579,1312607.79378055,1
740423.656442146,1312601.04604892,1
740492.984321955,1312620.59961524,1
740440.716375847,1312592.07064537,1
740455.800568415,1312602.56795001,1
740489.08775223,1312613.51206953,1
740498.592974529,1312624.16557627,1
740446.645275022,1312600.2329436,1
740455.474955165,1312602.21851821,1
740494.283350445,1312617.01390802,1
740478.019280176,1312608.20250648,1
740485.321115902,1312610.04118352,1
740457.001500835,1312607.73213131,1
740489.290980035,1312612.01162425,1
740469.222585604,1312602.29327761,1
740427.443541862,1312605.624955,1
740423.727183825,1312600.90090904,1
740414.227896072,1312598.60928809,1
740426.015591093,1312592.62055625,1
740429.077430323,1312604.83751318,1
740449.437194028,1312600.50183764,1
740494.58960949,1312610.55383744,1
740480.340333887,1312615.1769262,1
740489.175888722,1312613.94406635,1
740425.03720833,1312605.71110935,1
740490.373762869,1312616.00236567,1
740441.62381376,1312593.8191894,1
740427.991300113,1312596.48269661,1
740473.415080347,1312607.15325353,1
740473.0706747,1312612.07315773,1
740469.667241928,1312599.97371796,1
740496.603944791,1312609.90787609,1
740469.310899459,1312609.23910094,1
740495.200279624,1312621.3768718,1
740434.301491738,1312592.49386673,1
740480.268795817,1312604.8145397,1
740497.117441403,1312611.10096842,1
740479.776945952,1312601.12161339,1
740485.38183324,1312603.96362017,1
740500.037935318,1312621.39803755,1
740441.159377769,1312605.80639474,1
740442.226209455,1312598.16294029,1
740493.378249744,1312622.88707331,1
740463.810416133,1312600.6104207,1
740428.581509302,1312591.40627682,1
740486.767061663,1312608.41927697,1
740440.984931721,1312603.00620359,1
740459.861343149,1312600.94285191,1
740468.201714043,1312605.46771907,1
740467.728542826,1312604.68636284,1
740494.963166917,1312618.50672825,1
740461.333455677,1312600.49625237,1
740443.883150113,1312599.51897611,1
740438.364753107,1312601.05180665,1
740492.616526591,1312614.18690189,1
740488.47840138,1312618.35162157,1
740470.97211492,1312612.95445645,1
740468.078298337,1312595.73916482,1
740434.451483291,1312597.05099472,1
740472.402234442,1312598.70123,1
740478.45544213,1312610.8485597,1
740496.191256698,1312614.88697233,1
740499.343013987,1312622.38016294,1
740424.149371291,1312593.97832769,1
740460.781891979,1312607.46469081,1
740446.994059357,1312597.56664207,1
740468.168565256,1312607.57931176,1
740494.987527051,1312613.93910505,1
740476.005832403,1312604.08486535,1
740414.480259708,1312594.96917689,1
740428.698785748,1312594.90777206,1
740484.780407241,1312604.36998775,1
740499.587732055,1312614.07046843,1
740488.606426377,1312614.57058863,1
740442.030171626,1312604.93799538,1
740462.607861104,1312599.7208443,1
740469.630478328,1312603.03979479,1
740458.284472001,1312606.66993167,1
740466.227820389,1312605.20069102,1
740417.828894457,1312593.15270821,1
740462.834554251,1312597.83747183,1
740467.967534418,1312602.07276315,1
740475.160430429,1312607.35111062,1
740478.851757239,1312604.24070646,1
740481.682774196,1312611.60466999,1
740473.836279779,1312608.9197742,1
740454.866518245,1312596.45076543,1
740450.775986933,1312600.62964379,1
740419.971274575,1312605.20801595,1
740458.174223072,1312602.12647308,1
740493.314605701,1312618.72243444,1
740462.278743303,1312593.72143634,1
740441.829159006,1312606.84483855,1
740456.111209398,1312603.78714738,1
740447.982662595,1312606.43032369,1
740468.846026643,1312597.40502366,1
740435.513471419,1312599.34711378,1
740464.539900777,1312606.69410337,1
740427.143479027,1312605.99485682,1
740478.010365767,1312611.16631245,1
740423.687004377,1312596.15486878,1
740411.131298438,1312593.66252559,1
740429.371471956,1312605.94327328,1
740424.767529769,1312603.41146625,1
740421.485245574,1312606.15328699,1
740436.915830166,1312594.71313864,1
740499.401943808,1312610.57948322,1
740440.12515624,1312593.05064428,1
740478.737698657,1312606.070624,1
740484.139104481,1312609.03666891,1
740486.658423402,1312609.50741749,1
740462.377559997,1312604.54792088,1
740473.088555508,1312607.78468508,1
740452.64697113,1312599.67623418,1
740485.325780045,1312612.91562017,1
740474.143687661,1312607.51015904,1
740433.74677662,1312590.38654543,1
740474.24529429,1312598.33708174,1
740460.549064253,1312595.22869315,1
740424.408397926,1312593.95671898,1
740441.928807574,1312592.73752586,1
740438.257459083,1312598.1751711,1
740481.869626179,1312609.72749656,1
740448.567396417,1312598.04708383,1
740485.526827627,1312617.80817075,1
740488.532671471,1312611.77105789,1
740480.499942167,1312610.42160857,1
740454.160550862,1312605.72831684,1
740496.231032564,1312611.60173733,1
740432.746972191,1312595.6102541,1
740443.446843422,1312593.29205738,1
740476.865296764,1312609.92682498,1
740462.369246194,1312595.57063601,1
740464.048992462,1312602.44566282,1
740425.575171699,1312604.98962317,1
740488.640665625,1312617.51813987,1
740465.636412666,1312602.04332899,1
740441.45827529,1312598.9164266,1
740482.990254112,1312613.14161251,1
740459.629411433,1312594.71932719,1
740492.388969745,1312621.11190363,1
740462.686359468,1312604.28007145,1
740430.676488226,1312602.38402819,1
740434.815612265,1312596.57469069,1
740425.631999057,1312590.06723046,1
740494.735486042,1312615.57016637,1
740497.932293646,1312620.34148874,1
740461.515044047,1312593.71228382,1
740457.315896866,1312602.37652478,1
740477.095962486,1312601.31529422,1
740491.585770186,1312620.29901381,1
740477.655162103,1312611.37452552,1
740475.688512372,1312604.31221114,1
740469.732764557,1312605.89349529,1
740431.83860615,1312600.5906556,1
740472.755478928,1312600.37662942,1
740455.225377692,1312606.42970452,1
740445.180125498,1312603.1133288,1
740447.013208892,1312597.0996884,1
740460.593362612,1312595.40707486,1
740442.211696701,1312600.10352187,1
740479.238052893,1312602.09254239,1
740424.906731133,1312595.34741164,1
740446.610208011,1312599.71020275,1
740429.33139788,1312600.30236226,1
740474.527824403,1312609.38822049,1
740461.019606417,1312601.53820757,1
740475.28548785,1312602.6438286,1
740416.594046311,1312599.95289045,1
740427.286498605,1312591.43813454,1
740444.804518379,1312600.07230393,1
740496.462128164,1312620.75359103,1
740490.152541377,1312613.44399542,1
740464.320417998,1312604.09969303,1
740487.794566856,1312615.61833463,1
740498.815511033,1312622.94718175,1
740420.454365361,1312594.70386552,1
740456.561036895,1312604.88316999,1
740482.254132109,1312615.09557619,1
740464.327594366,1312601.70961185,1
740499.27362613,1312620.43508429,1
740468.436321785,1312610.52418015,1
740422.889856489,1312598.25135207,1
740484.097899092,1312609.70689017,1
740442.218442396,1312591.02330821,1
740485.475773557,1312607.36838863,1
740482.634012539,1312610.93537071,1
740494.165769289,1312619.03414861,1
740433.511160001,1312601.3112103,1
740430.099073176,1312603.05991626,1
740441.605560988,1312601.31591336,1
740487.126249389,1312605.32825337,1
740410.87584958,1312593.59629044,1
740485.501753742,1312608.13289556,1
740460.822132007,1312596.93757979,1
740475.471503676,1312612.54013452,1
740437.162735618,1312593.85899992,1
740463.407701843,1312600.79196052,1
740474.903956041,1312605.31164318,1
740460.760751223,1312596.94079968,1
740459.42744627,1312604.26743627,1
740439.211700316,1312593.4849397,1
740463.301359248,1312598.74223073,1
740431.853605416,1312593.55092378,1
740414.625119409,1312600.89057296,1
740480.77147143,1312607.95556141,1
