737206.71543847,1314991.08909666,1
737203.615496334,1314997.89855892,1
737168.057479494,1314966.31938749,1
737135.545672873,1314941.3429371,1
737071.706942349,1314915.79642976,1
737230.957764568,1315002.17172827,1
737185.782047995,1314985.03791383,1
737229.270395565,1315010.00147918,1
737228.786732833,1314996.32585906,1
737110.818426547,1314933.53494338,1
737204.089623675,1314998.04375905,1
737205.383646428,1314987.02812024,1
737197.457431615,1314992.34347935,1
737166.784961732,1314968.31509884,1
737187.577007633,1314983.79349924,1
737207.737297399,1314992.18139521,1
737246.921070202,1315010.25311904,1
737225.864676251,1314999.05447222,2
737231.584969613,1315004.971377,2
737196.987941385,1314986.51792799,2
737196.892047007,1314983.32427406,2
737192.489397394,1314974.6684212,2
737239.123346972,1315012.34705359,2
737163.656306356,1314968.10428823,2
737154.42212677,1314946.61016572,2
737226.168398352,1315000.82071804,2
737234.030493387,1314998.85735497,2
737224.621144201,1314998.991158,2
737202.340634987,1314981.46839119,2
737208.415480082,1314983.60051287,2
737176.500502003,1314963.86602777,2
737212.383191232,1315004.22634005,2
737186.699196219,1314969.59480675,2
737168.755357551,1314972.14707946,2
737232.250116855,1315007.08491225,2
737225.180738462,1314999.40285352,2
737090.855584337,1314927.41048141,2
737229.164691952,1315010.14741744,2
737236.827217681,1315013.22580517,2
737058.762891741,1314907.15433875,3
737218.111591832,1314989.89899256,3
737230.593448199,1315007.59849867,3
737208.924306991,1314990.54732023,3
737089.110500035,1314925.77604386,3
737190.414434806,1314981.03115884,3
737221.020429563,1315001.08504338,3
737179.669147177,1314966.62563149,3
737093.09374891,1314920.38623867,3
737176.153508606,1314956.76296187,3
737219.933474501,1315005.89791903,3
737233.157489314,1315008.00504722,3
737071.165847578,1314910.23072836,3
737180.266771758,1314967.35279475,3
737233.610311743,1315012.77421782,4
737170.536183566,1314969.10087,4
737202.545032472,1314981.01011326,4
737121.484522805,1314925.64375849,4
737225.511537868,1314994.10049561,4
737180.736678776,1314961.54006533,4
737182.040125308,1314983.83195917,4
737188.258913029,1314986.54284018,4
737235.717291294,1315013.67470473,4
737026.373162589,1314890.24941844,4
737003.738867929,1314891.8696366,4
737190.398995445,1314977.6898827,5
737239.128384355,1315021.03321364,5
737158.396353309,1314950.46569668,5
737234.710442315,1315017.50793391,5
737149.937317704,1314956.70013875,5
737237.681340067,1315009.77035712,5
737233.620486922,1315015.7386872,5
737208.408158011,1314984.59969844,5
737223.071334376,1315000.4647317,5
737206.609813421,1315000.97093711,5
737239.368616294,1315020.39410645,5
737228.293339576,1315005.16045134,5
737112.551527694,1314935.55464615,5
737223.560729429,1314999.12553484,5
737181.988529072,1314961.35009884,5
737075.545068305,1314917.07416039,5
737199.252379138,1314990.27872548,5
737127.523553725,1314936.22788196,5
737181.707213297,1314961.37003982,5
737236.872059838,1315012.23960237,5
737209.95933529,1314986.57134328,5
737233.113217171,1314999.65892683,5
737155.989768596,1314960.26166587,6
737186.266251182,1314966.64144521,6
737155.120205311,1314959.69936542,6
737182.223460733,1314964.50852076,6
737230.07879488,1315017.20961744,6
737108.651579882,1314925.77546246,6
737151.418617419,1314957.92568234,6
737224.613211888,1315004.130451,6
737103.520458254,1314920.83384215,6
737168.108600634,1314952.58362277,6
737223.73094235,1315006.13005583,6
737152.259127177,1314955.91813961,6
737168.780864818,1314957.12098004,6
737147.351820267,1314946.92104843,7
737192.391555798,1314990.88827719,7
737224.57422401,1314995.06473835,7
737226.810586435,1315008.95471718,7
737014.329418913,1314885.00860234,7
737220.890868664,1314993.14311615,7
737205.811071478,1314981.46622566,7
737226.910823878,1315008.04125007,7
737016.355635733,1314884.50676938,7
737221.365241358,1314992.2648452,7
737147.660644694,1314955.19214984,7
737165.81103978,1314971.43604069,7
737138.875774052,1314933.47284564,7
737130.059330702,1314942.93025548,7
737239.297565537,1315011.91147052,7
737183.100690411,1314983.32756697,7
737236.793528369,1315013.32218085,8
737072.925545417,1314910.84344425,8
737227.986547802,1315009.00215215,8
737243.404243843,1315016.44464834,8
737227.595078066,1315012.43601618,8
737155.103745854,1314955.53790146,8
737111.146393431,1314919.96768962,8
737222.260954115,1314996.54240465,8
737167.744649326,1314962.1416686,8
737147.373458098,1314947.17218067,8
737239.018369708,1315003.65428911,8
737125.127065031,1314943.26806695,9
737193.663024354,1314992.98794987,9
737199.404528238,1314984.09706765,9
737137.152950991,1314931.28745852,9
737234.421644157,1315017.31268441,9
737235.981752545,1315017.62037078,9
