739957.276,1298189.231
739908.922,1298201.114
739949.7677,1298191.273
739952.6599,1298191.061
739910.792,1298199.867
739908.299,1298192.386
739949.9672,1298191.259
739911.416,1298192.386
739956.7676,1298178.727
739950.6653,1298191.207
739949.668,1298191.28
739904.276,1298192.399
739949.7677,1298191.273
739957.6465,1298190.695
739840.701,1298196.637
739908.985,1298199.934
739956.7676,1298178.727
739950.1666,1298191.244
739861.6306,1298197.434
739858.9489,1298200.273
739840.349,1298203.295
739879.5031,1298195.295
739888.6005,1298187.157
739840.349,1298199.867
739840.973,1298202.672
739888.5883,1298194.208
739860.9942,1298200.531
739840.701,1298205.585
739840.231,1298197.579
739847.0339,1298201.698
739874.5385,1298195.889
739887.9055,1298187.24
739835.05,1298203.701
739860.5775,1298199.574
739888.5386,1298194.214
739838.347,1298200.405
739888.6379,1298194.202
739809.1768,1298203.399
739809.1768,1298203.399
739809.1768,1298203.399
739809.1768,1298203.399
739784.2667,1298205.518
739809.1768,1298203.399
739783.2703,1298205.602
739809.1768,1298203.399
739784.2667,1298205.518
739773.8045,1298206.407
739809.1768,1298203.399
739809.1768,1298203.399
739774.3027,1298206.365
739809.1768,1298203.399
739809.1768,1298203.399
739774.0037,1298206.39
739809.1768,1298203.399
739809.1768,1298203.399
739809.1768,1298203.399
739809.1768,1298203.399
